target name,accession,tlen,query name,accession,qlen,E-value,score,bias,#,of,c-Evalue,i-Evalue,score,bias,hmm from,hmm to,ali from,ali to,env from,env to,acc,description of target
Ank,PF00023.34,33,A0A6P7TQ94,-,696,4.20E-61,199.6,42.9,5,15,6.20E-05,0.14,12.7,0,2,33,182,213,181,213,0.86,Ankyrin repeat
Ank,PF00023.34,33,A0A6P7TQ94,-,696,4.20E-61,199.6,42.9,6,15,1.10E-05,0.025,15.1,0.1,2,29,215,242,214,245,0.91,Ankyrin repeat
Ank,PF00023.34,33,A0A6P7TQ94,-,696,4.20E-61,199.6,42.9,7,15,0.026,59,4.5,0,4,29,254,279,251,282,0.8,Ankyrin repeat
Ank,PF00023.34,33,A0A6P7TQ94,-,696,4.20E-61,199.6,42.9,8,15,1.30E-10,2.90E-07,30.6,0.1,1,32,296,327,296,328,0.96,Ankyrin repeat
Ank,PF00023.34,33,A0A6P7TQ94,-,696,4.20E-61,199.6,42.9,9,15,1.40E-06,0.0032,17.9,0.4,2,29,330,356,329,362,0.85,Ankyrin repeat
Ank,PF00023.34,33,A0A6P7TQ94,-,696,4.20E-61,199.6,42.9,10,15,3.90E-05,0.091,13.4,0,2,31,398,427,397,428,0.89,Ankyrin repeat
Ank,PF00023.34,33,A0A6P7TQ94,-,696,4.20E-61,199.6,42.9,11,15,4.70E-06,0.011,16.3,0.1,3,32,434,463,432,464,0.78,Ankyrin repeat
Ank,PF00023.34,33,A0A6P7TQ94,-,696,4.20E-61,199.6,42.9,12,15,3.40E-07,0.00079,19.8,0.1,1,32,465,496,465,497,0.95,Ankyrin repeat
Ank,PF00023.34,33,A0A6P7TQ94,-,696,4.20E-61,199.6,42.9,13,15,3.40E-05,0.08,13.5,0.2,2,22,499,519,498,528,0.86,Ankyrin repeat
Ank,PF00023.34,33,A0A6P7TQ94,-,696,4.20E-61,199.6,42.9,14,15,0.021,48,4.8,0,2,14,533,545,532,558,0.82,Ankyrin repeat
Ank,PF00023.34,33,A0A6P7TQ94,-,696,4.20E-61,199.6,42.9,15,15,0.00082,1.9,9.2,0.3,2,33,571,602,570,602,0.89,Ankyrin repeat
Ank_3,PF13606.10,30,A0A6P7TQ94,-,696,1.70E-50,162.5,30.9,1,16,1.40E-08,3.20E-05,24.1,0,2,30,10,38,9,38,0.96,Ankyrin repeat
Ank_3,PF13606.10,30,A0A6P7TQ94,-,696,1.70E-50,162.5,30.9,2,16,5.00E-05,0.12,13.3,0,3,26,71,94,69,95,0.92,Ankyrin repeat
Ank_3,PF13606.10,30,A0A6P7TQ94,-,696,1.70E-50,162.5,30.9,3,16,4.2,9.70E+03,-1.8,0,2,29,116,143,115,144,0.72,Ankyrin repeat
Ank_3,PF13606.10,30,A0A6P7TQ94,-,696,1.70E-50,162.5,30.9,4,16,0.0015,3.5,8.7,0,2,29,149,176,148,177,0.9,Ankyrin repeat
Ank_3,PF13606.10,30,A0A6P7TQ94,-,696,1.70E-50,162.5,30.9,5,16,0.27,6.30E+02,1.8,0,2,27,182,207,181,210,0.84,Ankyrin repeat
Ank_3,PF13606.10,30,A0A6P7TQ94,-,696,1.70E-50,162.5,30.9,6,16,3.70E-05,0.085,13.7,0.1,1,29,214,242,214,243,0.94,Ankyrin repeat
Ank_3,PF13606.10,30,A0A6P7TQ94,-,696,1.70E-50,162.5,30.9,7,16,0.02,47,5.3,0,2,26,252,276,251,280,0.76,Ankyrin repeat
Ank_3,PF13606.10,30,A0A6P7TQ94,-,696,1.70E-50,162.5,30.9,8,16,6.00E-08,0.00014,22.2,0,1,30,296,325,296,325,0.96,Ankyrin repeat
Ank_3,PF13606.10,30,A0A6P7TQ94,-,696,1.70E-50,162.5,30.9,9,16,6.70E-05,0.15,12.9,0.3,1,24,329,353,329,358,0.86,Ankyrin repeat
Ank_3,PF13606.10,30,A0A6P7TQ94,-,696,1.70E-50,162.5,30.9,10,16,9,2.10E+04,-3.5,0,2,23,364,385,364,389,0.76,Ankyrin repeat
Ank_3,PF13606.10,30,A0A6P7TQ94,-,696,1.70E-50,162.5,30.9,11,16,1.20E-05,0.028,15.2,0,2,29,398,425,397,426,0.94,Ankyrin repeat
Ank_3,PF13606.10,30,A0A6P7TQ94,-,696,1.70E-50,162.5,30.9,12,16,0.00072,1.7,9.7,0,3,29,434,460,432,461,0.94,Ankyrin repeat
Ank_3,PF13606.10,30,A0A6P7TQ94,-,696,1.70E-50,162.5,30.9,13,16,2.50E-06,0.0057,17.3,0,1,30,465,494,465,494,0.96,Ankyrin repeat
Ank_3,PF13606.10,30,A0A6P7TQ94,-,696,1.70E-50,162.5,30.9,14,16,0.00032,0.75,10.8,0.1,2,23,499,520,498,526,0.89,Ankyrin repeat
Ank_3,PF13606.10,30,A0A6P7TQ94,-,696,1.70E-50,162.5,30.9,15,16,0.0047,11,7.2,0,2,16,533,547,532,562,0.81,Ankyrin repeat
Ank_3,PF13606.10,30,A0A6P7TQ94,-,696,1.70E-50,162.5,30.9,16,16,0.0017,3.9,8.6,0.1,1,24,570,594,570,596,0.89,Ankyrin repeat
Ank_4,PF13637.10,54,A0A6P7TQ94,-,696,1.30E-44,149.7,25.8,1,13,0.0001,0.24,12,0,3,31,12,40,10,43,0.92,Ankyrin repeats (many copies)
Ank_4,PF13637.10,54,A0A6P7TQ94,-,696,1.30E-44,149.7,25.8,2,13,5.40E-06,0.012,16.1,0,3,53,72,136,70,136,0.96,Ankyrin repeats (many copies)
Ank_4,PF13637.10,54,A0A6P7TQ94,-,696,1.30E-44,149.7,25.8,3,13,1.60E-05,0.037,14.6,0.1,17,46,132,161,129,169,0.82,Ankyrin repeats (many copies)
Ank_4,PF13637.10,54,A0A6P7TQ94,-,696,1.30E-44,149.7,25.8,4,13,0.021,50,4.7,0,5,44,153,192,152,201,0.86,Ankyrin repeats (many copies)
Ank_4,PF13637.10,54,A0A6P7TQ94,-,696,1.30E-44,149.7,25.8,5,13,0.018,42,4.9,0.1,7,36,187,217,182,223,0.83,Ankyrin repeats (many copies)
Ank_4,PF13637.10,54,A0A6P7TQ94,-,696,1.30E-44,149.7,25.8,6,13,1.30E-05,0.03,14.9,0.1,4,54,218,272,215,272,0.91,Ankyrin repeats (many copies)
Ank_4,PF13637.10,54,A0A6P7TQ94,-,696,1.30E-44,149.7,25.8,7,13,1.50E-08,3.40E-05,24.2,0.5,3,54,299,350,297,350,0.91,Ankyrin repeats (many copies)
Ank_4,PF13637.10,54,A0A6P7TQ94,-,696,1.30E-44,149.7,25.8,8,13,6.30E-06,0.015,15.9,0,4,54,367,418,364,418,0.85,Ankyrin repeats (many copies)
Ank_4,PF13637.10,54,A0A6P7TQ94,-,696,1.30E-44,149.7,25.8,9,13,6.10E-08,0.00014,22.3,0.1,2,45,399,444,398,453,0.9,Ankyrin repeats (many copies)
Ank_4,PF13637.10,54,A0A6P7TQ94,-,696,1.30E-44,149.7,25.8,10,13,0.00025,0.58,10.8,0.1,20,54,452,486,448,486,0.9,Ankyrin repeats (many copies)
Ank_4,PF13637.10,54,A0A6P7TQ94,-,696,1.30E-44,149.7,25.8,11,13,7.50E-12,1.70E-08,34.7,0.3,16,54,481,519,478,519,0.94,Ankyrin repeats (many copies)
Ank_4,PF13637.10,54,A0A6P7TQ94,-,696,1.30E-44,149.7,25.8,12,13,0.2,4.50E+02,1.6,0,30,45,528,544,520,556,0.79,Ankyrin repeats (many copies)
Ank_4,PF13637.10,54,A0A6P7TQ94,-,696,1.30E-44,149.7,25.8,13,13,0.02,47,4.7,0.1,25,53,562,590,535,591,0.75,Ankyrin repeats (many copies)
Ank_5,PF13857.10,56,A0A6P7TQ94,-,696,2.80E-42,142.5,18.8,1,13,6.00E-10,1.40E-06,28.7,0,13,48,7,42,2,46,0.9,Ankyrin repeats (many copies)
Ank_5,PF13857.10,56,A0A6P7TQ94,-,696,2.80E-42,142.5,18.8,2,13,0.0047,11,6.8,0,16,39,70,93,65,102,0.86,Ankyrin repeats (many copies)
Ank_5,PF13857.10,56,A0A6P7TQ94,-,696,2.80E-42,142.5,18.8,3,13,8.7,2.00E+04,-3.6,0,43,54,110,121,109,123,0.78,Ankyrin repeats (many copies)
Ank_5,PF13857.10,56,A0A6P7TQ94,-,696,2.80E-42,142.5,18.8,4,13,1.70E-07,0.0004,20.9,0,1,56,135,189,135,189,0.97,Ankyrin repeats (many copies)
Ank_5,PF13857.10,56,A0A6P7TQ94,-,696,2.80E-42,142.5,18.8,5,13,0.011,26,5.6,0.1,22,53,188,219,188,222,0.91,Ankyrin repeats (many copies)
Ank_5,PF13857.10,56,A0A6P7TQ94,-,696,2.80E-42,142.5,18.8,6,13,0.1,2.40E+02,2.5,0,12,28,248,264,234,278,0.78,Ankyrin repeats (many copies)
Ank_5,PF13857.10,56,A0A6P7TQ94,-,696,2.80E-42,142.5,18.8,7,13,0.0003,0.69,10.6,0,14,50,295,331,291,332,0.82,Ankyrin repeats (many copies)
Ank_5,PF13857.10,56,A0A6P7TQ94,-,696,2.80E-42,142.5,18.8,8,13,5.70E-09,1.30E-05,25.6,0.2,2,56,317,371,316,371,0.94,Ankyrin repeats (many copies)
Ank_5,PF13857.10,56,A0A6P7TQ94,-,696,2.80E-42,142.5,18.8,9,13,7.00E-06,0.016,15.8,0,6,56,388,440,383,440,0.91,Ankyrin repeats (many copies)
Ank_5,PF13857.10,56,A0A6P7TQ94,-,696,2.80E-42,142.5,18.8,10,13,7.30E-07,0.0017,18.9,0.1,5,55,423,472,420,473,0.87,Ankyrin repeats (many copies)
Ank_5,PF13857.10,56,A0A6P7TQ94,-,696,2.80E-42,142.5,18.8,11,13,6.70E-08,0.00016,22.2,0.8,2,56,453,506,452,506,0.95,Ankyrin repeats (many copies)
Ank_5,PF13857.10,56,A0A6P7TQ94,-,696,2.80E-42,142.5,18.8,12,13,4.40E-05,0.1,13.2,0.4,1,28,485,511,485,512,0.88,Ankyrin repeats (many copies)
Ank_5,PF13857.10,56,A0A6P7TQ94,-,696,2.80E-42,142.5,18.8,13,13,4.60E-05,0.11,13.2,0,7,53,524,575,518,578,0.76,Ankyrin repeats (many copies)
FYVE,PF01363.25,68,A0A6P7TQ94,-,696,1.80E-16,60.1,8.5,1,1,1.50E-19,3.50E-16,59.2,8.5,10,66,635,690,629,692,0.93,FYVE zinc finger
FYVE_CARP1-2,PF21272.1,42,A0A6P7TQ94,-,696,0.084,13.2,6.8,1,1,0.0001,0.23,11.8,6.8,3,37,640,686,639,688,0.74,"E3 ubiquitin-protein ligase CARP1/2, FYVE/PHD zinc finger"
FYVE_2,PF02318.20,118,A0A6P7TQ94,-,696,0.097,13.1,6.7,1,1,8.30E-05,0.19,12.1,6.7,55,100,635,686,623,692,0.9,FYVE-type zinc finger
IBR,PF01485.25,65,A0A6P7TQ94,-,696,3.7,7.9,9.8,1,2,2.3,5.30E+03,-2.2,0.1,4,21,252,269,249,284,0.61,"IBR domain, a half RING-finger domain"
IBR,PF01485.25,65,A0A6P7TQ94,-,696,3.7,7.9,9.8,2,2,0.00028,0.64,10.3,5.2,13,56,623,665,614,668,0.76,"IBR domain, a half RING-finger domain"
CEP209_CC5,PF16574.9,128,A0A6P7TQP9,-,2433,1.50E-25,90,23.5,1,21,3,2.10E+04,-7.3,18.3,4,118,59,180,51,189,0.64,Coiled-coil region of centrosome protein CE290
CEP209_CC5,PF16574.9,128,A0A6P7TQP9,-,2433,1.50E-25,90,23.5,2,21,0.32,2.20E+03,-1.1,3.6,70,107,200,237,188,250,0.78,Coiled-coil region of centrosome protein CE290
CEP209_CC5,PF16574.9,128,A0A6P7TQP9,-,2433,1.50E-25,90,23.5,3,21,2,1.40E+04,-3.7,11.3,17,115,253,352,243,386,0.72,Coiled-coil region of centrosome protein CE290
CEP209_CC5,PF16574.9,128,A0A6P7TQP9,-,2433,1.50E-25,90,23.5,4,21,3,2.10E+04,-6.2,8.3,23,46,389,412,365,497,0.63,Coiled-coil region of centrosome protein CE290
CEP209_CC5,PF16574.9,128,A0A6P7TQP9,-,2433,1.50E-25,90,23.5,5,21,3,2.10E+04,-5.9,5.8,79,96,691,708,603,743,0.55,Coiled-coil region of centrosome protein CE290
CEP209_CC5,PF16574.9,128,A0A6P7TQP9,-,2433,1.50E-25,90,23.5,6,21,1.9,1.30E+04,-3.6,3.5,44,63,719,738,673,808,0.55,Coiled-coil region of centrosome protein CE290
CEP209_CC5,PF16574.9,128,A0A6P7TQP9,-,2433,1.50E-25,90,23.5,7,21,3,2.10E+04,-6.2,7.2,89,115,820,846,718,855,0.71,Coiled-coil region of centrosome protein CE290
CEP209_CC5,PF16574.9,128,A0A6P7TQP9,-,2433,1.50E-25,90,23.5,8,21,2.8,1.90E+04,-4.1,6.5,12,83,825,898,815,932,0.65,Coiled-coil region of centrosome protein CE290
CEP209_CC5,PF16574.9,128,A0A6P7TQP9,-,2433,1.50E-25,90,23.5,9,21,0.16,1.10E+03,-0.1,1.6,89,114,976,1001,934,1017,0.7,Coiled-coil region of centrosome protein CE290
CEP209_CC5,PF16574.9,128,A0A6P7TQP9,-,2433,1.50E-25,90,23.5,10,21,3,2.10E+04,-7.5,10.8,28,116,1003,1096,986,1108,0.53,Coiled-coil region of centrosome protein CE290
CEP209_CC5,PF16574.9,128,A0A6P7TQP9,-,2433,1.50E-25,90,23.5,11,21,3,2.10E+04,-6.4,6.8,90,116,1070,1096,1047,1198,0.72,Coiled-coil region of centrosome protein CE290
CEP209_CC5,PF16574.9,128,A0A6P7TQP9,-,2433,1.50E-25,90,23.5,12,21,0.4,2.70E+03,-1.4,1.4,88,120,1203,1235,1185,1243,0.56,Coiled-coil region of centrosome protein CE290
CEP209_CC5,PF16574.9,128,A0A6P7TQP9,-,2433,1.50E-25,90,23.5,13,21,2.10E-29,1.50E-25,90,23.5,2,128,1274,1402,1273,1402,0.96,Coiled-coil region of centrosome protein CE290
CEP209_CC5,PF16574.9,128,A0A6P7TQP9,-,2433,1.50E-25,90,23.5,14,21,0.35,2.40E+03,-1.2,1.5,73,117,1449,1493,1437,1498,0.8,Coiled-coil region of centrosome protein CE290
CEP209_CC5,PF16574.9,128,A0A6P7TQP9,-,2433,1.50E-25,90,23.5,15,21,3,2.10E+04,-5.6,7.1,30,82,1543,1595,1517,1646,0.57,Coiled-coil region of centrosome protein CE290
CEP209_CC5,PF16574.9,128,A0A6P7TQP9,-,2433,1.50E-25,90,23.5,16,21,3,2.10E+04,-6.5,14,11,97,1669,1756,1660,1780,0.79,Coiled-coil region of centrosome protein CE290
CEP209_CC5,PF16574.9,128,A0A6P7TQP9,-,2433,1.50E-25,90,23.5,17,21,3,2.10E+04,-8,25.9,5,97,1788,1886,1784,1916,0.75,Coiled-coil region of centrosome protein CE290
CEP209_CC5,PF16574.9,128,A0A6P7TQP9,-,2433,1.50E-25,90,23.5,18,21,3,2.10E+04,-6.5,10.1,67,116,1980,2031,1918,2041,0.73,Coiled-coil region of centrosome protein CE290
CEP209_CC5,PF16574.9,128,A0A6P7TQP9,-,2433,1.50E-25,90,23.5,19,21,3,2.10E+04,-4.7,1.1,3,35,2065,2097,2060,2108,0.61,Coiled-coil region of centrosome protein CE290
CEP209_CC5,PF16574.9,128,A0A6P7TQP9,-,2433,1.50E-25,90,23.5,20,21,3,2.10E+04,-7.8,14.6,6,93,2146,2236,2139,2289,0.73,Coiled-coil region of centrosome protein CE290
CEP209_CC5,PF16574.9,128,A0A6P7TQP9,-,2433,1.50E-25,90,23.5,21,21,1.5,1.00E+04,-3.2,2,55,73,2373,2391,2327,2424,0.5,Coiled-coil region of centrosome protein CE290
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,1,26,0.44,3.00E+03,-0.9,4.5,10,69,62,129,34,139,0.59,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,2,26,0.14,9.70E+02,0.7,2.2,13,78,114,180,104,192,0.57,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,3,26,0.23,1.60E+03,0,6.3,22,82,200,244,162,260,0.5,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,4,26,0.046,3.20E+02,2.2,2.1,14,60,213,256,204,286,0.41,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,5,26,0.01,72,4.3,1.6,18,86,312,379,298,389,0.67,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,6,26,0.06,4.20E+02,1.8,1.8,16,108,397,493,389,505,0.7,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,7,26,0.12,8.20E+02,0.9,0.4,7,79,450,544,445,555,0.6,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,8,26,0.085,5.90E+02,1.4,1.9,14,78,588,653,580,661,0.67,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,9,26,0.0025,17,6.3,1.4,7,61,684,743,682,754,0.65,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,10,26,0.3,2.10E+03,-0.4,0.5,20,73,788,842,774,855,0.56,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,11,26,0.6,4.20E+03,-1.4,2.4,11,68,828,896,817,929,0.55,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,12,26,0.59,4.10E+03,-1.4,0.8,44,68,949,973,901,1018,0.6,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,13,26,0.33,2.30E+03,-0.5,1.5,13,80,1014,1081,990,1085,0.55,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,14,26,0.12,8.60E+02,0.8,6.6,12,96,1078,1183,1065,1185,0.55,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,15,26,1.8,1.20E+04,-2.9,8.1,12,66,1202,1254,1196,1306,0.59,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,16,26,3,2.10E+04,-5.8,10,48,93,1317,1388,1264,1413,0.65,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,17,26,0.17,1.20E+03,0.4,3.4,10,48,1441,1479,1395,1509,0.59,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,18,26,0.53,3.60E+03,-1.2,3,23,64,1544,1594,1522,1614,0.46,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,19,26,0.42,2.90E+03,-0.9,6.8,11,74,1634,1699,1626,1709,0.62,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,20,26,0.37,2.60E+03,-0.7,8.3,22,78,1735,1796,1715,1802,0.51,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,21,26,3,2.10E+04,-12.6,21.1,28,78,1812,1856,1790,1954,0.63,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,22,26,0.12,8.20E+02,0.9,1.5,23,75,1992,2039,1970,2059,0.57,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,23,26,1.20E-06,0.0085,17,1,3,79,2076,2152,2075,2160,0.95,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,24,26,0.4,2.80E+03,-0.8,0.7,29,71,2170,2224,2153,2245,0.42,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,25,26,1,7.00E+03,-2.1,4.2,16,65,2252,2295,2240,2352,0.53,Uncharacterized conserved protein (DUF2203)
DUF2203,PF09969.13,123,A0A6P7TQP9,-,2433,0.0085,17,1,26,26,0.35,2.50E+03,-0.6,0.5,47,80,2351,2384,2315,2422,0.55,Uncharacterized conserved protein (DUF2203)
DUF5865,PF19183.4,210,A0A6P7TQP9,-,2433,0.35,10.8,1.6,1,2,0.015,1.10E+02,2.7,0,11,125,453,568,446,586,0.78,Family of unknown function (DUF5865)
DUF5865,PF19183.4,210,A0A6P7TQP9,-,2433,0.35,10.8,1.6,2,2,0.0019,13,5.6,0.9,13,106,1400,1491,1396,1499,0.83,Family of unknown function (DUF5865)
Iso_dh,PF00180.24,348,A0A6P7TQZ3,-,395,2.90E-72,244,0.3,1,1,1.60E-76,3.30E-72,243.8,0.3,1,348,59,382,59,382,0.93,Isocitrate/isopropylmalate dehydrogenase
PK_Tyr_Ser-Thr,PF07714.21,258,A0A6P7TRG4,-,1052,2.90E-98,328.5,0,1,1,3.00E-101,4.20E-98,328,0,1,258,584,855,584,855,0.99,Protein tyrosine and serine/threonine kinase
Kringle,PF00051.22,79,A0A6P7TRG4,-,1052,2.00E-61,204.5,38.9,1,3,4.80E-21,6.70E-18,65,6.4,8,79,2,72,1,72,0.93,Kringle domain
Kringle,PF00051.22,79,A0A6P7TRG4,-,1052,2.00E-61,204.5,38.9,2,3,2.00E-25,2.80E-22,79,7.5,1,79,345,422,345,422,0.92,Kringle domain
Kringle,PF00051.22,79,A0A6P7TRG4,-,1052,2.00E-61,204.5,38.9,3,3,3.20E-23,4.50E-20,72,9,1,79,428,506,428,506,0.96,Kringle domain
Pkinase,PF00069.29,263,A0A6P7TRG4,-,1052,5.70E-46,157.2,0,1,1,6.60E-49,9.10E-46,156.6,0,3,258,586,852,584,854,0.86,Protein kinase domain
I-set,PF07679.20,90,A0A6P7TRG4,-,1052,3.00E-19,69.1,0,1,1,4.00E-22,5.60E-19,68.2,0,3,90,78,165,76,165,0.96,Immunoglobulin I-set domain
Ig_3,PF13927.10,78,A0A6P7TRG4,-,1052,7.90E-15,55.3,0,1,1,1.90E-17,2.60E-14,53.6,0,8,78,82,152,77,152,0.87,Immunoglobulin domain
ig,PF00047.29,86,A0A6P7TRG4,-,1052,3.70E-10,40.1,0,1,1,7.00E-13,9.70E-10,38.8,0,4,82,83,159,80,163,0.94,Immunoglobulin domain
Ig_2,PF13895.10,79,A0A6P7TRG4,-,1052,9.50E-10,38.8,0,1,1,2.40E-12,3.30E-09,37,0,10,69,86,156,78,165,0.77,Immunoglobulin domain
Fz,PF01392.26,110,A0A6P7TRG4,-,1052,1.90E-08,35.1,2.2,1,1,5.60E-11,7.70E-08,33.1,2.2,1,106,204,318,204,322,0.69,Fz domain
V-set,PF07686.21,109,A0A6P7TRG4,-,1052,0.00088,19.6,0.1,1,1,7.60E-06,0.011,16.2,0.1,47,108,107,165,80,166,0.83,Immunoglobulin V-set domain
Haspin_kinase,PF12330.12,364,A0A6P7TRG4,-,1052,0.0041,16.4,0,1,1,3.00E-06,0.0041,16.4,0,207,256,701,749,581,760,0.8,Haspin like kinase domain
ABC1,PF03109.20,244,A0A6P7TRG4,-,1052,0.01,15.2,0.1,1,2,0.064,89,2.3,0,40,75,592,633,585,648,0.74,ABC1 atypical kinase-like domain
ABC1,PF03109.20,244,A0A6P7TRG4,-,1052,0.01,15.2,0.1,2,2,0.00021,0.29,10.4,0.1,179,219,711,751,696,762,0.86,ABC1 atypical kinase-like domain
Mid2,PF04478.16,150,A0A6P7TRG4,-,1052,0.024,14.6,0.1,1,1,6.40E-05,0.089,12.8,0.1,27,76,493,545,484,553,0.77,Mid2 like cell wall stress sensor
fn2,PF00040.23,42,A0A6P7TRG4,-,1052,0.047,13.9,5.8,1,3,0.004,5.6,7.3,0.1,13,32,41,60,38,65,0.85,Fibronectin type II domain
fn2,PF00040.23,42,A0A6P7TRG4,-,1052,0.047,13.9,5.8,2,3,0.052,72,3.7,0.2,12,29,390,407,388,416,0.85,Fibronectin type II domain
fn2,PF00040.23,42,A0A6P7TRG4,-,1052,0.047,13.9,5.8,3,3,0.062,86,3.4,0.1,13,32,475,494,472,499,0.83,Fibronectin type II domain
Kinase-like,PF14531.10,289,A0A6P7TRG4,-,1052,0.18,11.2,0,1,1,0.00022,0.3,10.5,0,147,261,701,812,685,833,0.69,Kinase-like
TMEM154,PF15102.10,153,A0A6P7TRG4,-,1052,0.45,10.5,0,1,1,0.00033,0.45,10.5,0,35,109,491,563,485,572,0.71,TMEM154 protein family
CH,PF00307.35,109,A0A6P7TT23,-,1141,8.30E-21,74.4,0.2,1,2,0.19,1.00E+03,0.2,0,57,93,299,340,282,343,0.79,Calponin homology (CH) domain
CH,PF00307.35,109,A0A6P7TT23,-,1141,8.30E-21,74.4,0.2,2,2,2.40E-23,1.20E-19,70.6,0,3,108,1033,1136,1031,1137,0.94,Calponin homology (CH) domain
Fez1,PF06818.19,199,A0A6P7TT23,-,1141,0.0039,17.9,20.1,1,7,0.6,3.10E+03,-1.4,0.2,139,155,88,104,13,196,0.65,Fez1
Fez1,PF06818.19,199,A0A6P7TT23,-,1141,0.0039,17.9,20.1,2,7,0.018,96,3.5,3.2,44,106,258,322,212,357,0.73,Fez1
Fez1,PF06818.19,199,A0A6P7TT23,-,1141,0.0039,17.9,20.1,3,7,0.63,3.30E+03,-1.4,7.7,32,105,433,506,413,519,0.59,Fez1
Fez1,PF06818.19,199,A0A6P7TT23,-,1141,0.0039,17.9,20.1,4,7,0.15,7.80E+02,0.6,28.4,25,173,511,665,496,665,0.81,Fez1
Fez1,PF06818.19,199,A0A6P7TT23,-,1141,0.0039,17.9,20.1,5,7,7.50E-07,0.0039,17.9,20.1,24,158,646,770,643,786,0.75,Fez1
Fez1,PF06818.19,199,A0A6P7TT23,-,1141,0.0039,17.9,20.1,6,7,0.68,3.50E+03,-1.6,16.6,35,115,738,856,734,905,0.57,Fez1
Fez1,PF06818.19,199,A0A6P7TT23,-,1141,0.0039,17.9,20.1,7,7,0.18,9.10E+02,0.4,0.4,32,80,857,906,850,1005,0.76,Fez1
CAMSAP_CH,PF11971.12,85,A0A6P7TT23,-,1141,0.0094,16,0,1,2,0.75,3.90E+03,-2,0,52,68,245,261,232,274,0.68,CAMSAP CH domain
CAMSAP_CH,PF11971.12,85,A0A6P7TT23,-,1141,0.0094,16,0,2,2,1.60E-05,0.081,13,0,13,57,1053,1091,1042,1117,0.75,CAMSAP CH domain
NPV_P10,PF05531.16,75,A0A6P7TT23,-,1141,6.4,7.5,26.9,1,6,0.0099,52,4.6,1.2,13,65,448,504,434,512,0.77,Nucleopolyhedrovirus P10 protein
NPV_P10,PF05531.16,75,A0A6P7TT23,-,1141,6.4,7.5,26.9,2,6,0.015,78,4.1,0.3,13,43,558,588,553,621,0.81,Nucleopolyhedrovirus P10 protein
NPV_P10,PF05531.16,75,A0A6P7TT23,-,1141,6.4,7.5,26.9,3,6,0.44,2.30E+03,-0.6,0,6,37,634,665,631,683,0.73,Nucleopolyhedrovirus P10 protein
NPV_P10,PF05531.16,75,A0A6P7TT23,-,1141,6.4,7.5,26.9,4,6,0.025,1.30E+02,3.4,0.8,12,44,686,718,673,724,0.72,Nucleopolyhedrovirus P10 protein
